Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description,Source,AssetStatus,ODPCategories,ODPCategories_Keywords
Employment Land Audit 2022,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/employment-land-audit-2022,https://open-data-perth-kinross.hub.arcgis.com/maps/576594772a76474980e4ce11cc2ea5a3_9,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,41960,B,HTML,,2022;ela;economy and business,,No licence,<div style='text-align:Left;font-size:12pt'><div><div><p><span>The Perth and Kinross Employment Land Audit</span><span> </span><span>has been prepared from information provided in the Local Development Plan and through the monitoring of planning application approvals.</span></p></div></div></div>,ckan API,,Business and Economy;Food and Environment;Planning and Development,"{'Business and Economy': ['employment'], 'Food and Environment': ['employment land audit', 'land'], 'Planning and Development': ['employment land audit', 'land audit', 'local development plan', 'planning']}"
Employment Land Audit 2022,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/employment-land-audit-2022,https://services-eu1.arcgis.com/WD0cvOmDKf7CA0Xy/arcgis/rest/services/Employment_Land_Audit_2022/FeatureServer/9,ArcGIS GeoService,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,9649,B,ARCGIS GEOSERVICE,,2022;ela;economy and business,,No licence,<div style='text-align:Left;font-size:12pt'><div><div><p><span>The Perth and Kinross Employment Land Audit</span><span> </span><span>has been prepared from information provided in the Local Development Plan and through the monitoring of planning application approvals.</span></p></div></div></div>,ckan API,,Business and Economy;Food and Environment;Planning and Development,"{'Business and Economy': ['employment'], 'Food and Environment': ['employment land audit', 'land'], 'Planning and Development': ['employment land audit', 'land audit', 'local development plan', 'planning']}"
Employment Land Audit 2022,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/employment-land-audit-2022,https://open-data-perth-kinross.hub.arcgis.com/datasets/576594772a76474980e4ce11cc2ea5a3_9.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,CSV,,2022;ela;economy and business,,No licence,<div style='text-align:Left;font-size:12pt'><div><div><p><span>The Perth and Kinross Employment Land Audit</span><span> </span><span>has been prepared from information provided in the Local Development Plan and through the monitoring of planning application approvals.</span></p></div></div></div>,ckan API,,Business and Economy;Food and Environment;Planning and Development,"{'Business and Economy': ['employment'], 'Food and Environment': ['employment land audit', 'land'], 'Planning and Development': ['employment land audit', 'land audit', 'local development plan', 'planning']}"
Employment Land Audit 2022,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/employment-land-audit-2022,https://open-data-perth-kinross.hub.arcgis.com/datasets/576594772a76474980e4ce11cc2ea5a3_9.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,GEOJSON,,2022;ela;economy and business,,No licence,<div style='text-align:Left;font-size:12pt'><div><div><p><span>The Perth and Kinross Employment Land Audit</span><span> </span><span>has been prepared from information provided in the Local Development Plan and through the monitoring of planning application approvals.</span></p></div></div></div>,ckan API,,Business and Economy;Food and Environment;Planning and Development,"{'Business and Economy': ['employment'], 'Food and Environment': ['employment land audit', 'land'], 'Planning and Development': ['employment land audit', 'land audit', 'local development plan', 'planning']}"
Employment Land Audit 2022,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/employment-land-audit-2022,https://open-data-perth-kinross.hub.arcgis.com/datasets/576594772a76474980e4ce11cc2ea5a3_9.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,ZIP,,2022;ela;economy and business,,No licence,<div style='text-align:Left;font-size:12pt'><div><div><p><span>The Perth and Kinross Employment Land Audit</span><span> </span><span>has been prepared from information provided in the Local Development Plan and through the monitoring of planning application approvals.</span></p></div></div></div>,ckan API,,Business and Economy;Food and Environment;Planning and Development,"{'Business and Economy': ['employment'], 'Food and Environment': ['employment land audit', 'land'], 'Planning and Development': ['employment land audit', 'land audit', 'local development plan', 'planning']}"
Employment Land Audit 2022,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/employment-land-audit-2022,https://open-data-perth-kinross.hub.arcgis.com/datasets/576594772a76474980e4ce11cc2ea5a3_9.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,KML,,2022;ela;economy and business,,No licence,<div style='text-align:Left;font-size:12pt'><div><div><p><span>The Perth and Kinross Employment Land Audit</span><span> </span><span>has been prepared from information provided in the Local Development Plan and through the monitoring of planning application approvals.</span></p></div></div></div>,ckan API,,Business and Economy;Food and Environment;Planning and Development,"{'Business and Economy': ['employment'], 'Food and Environment': ['employment land audit', 'land'], 'Planning and Development': ['employment land audit', 'land audit', 'local development plan', 'planning']}"
Energy - Electricity,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/energy-electricity,https://data.pkc.gov.uk/dataset/3d8d3d43-35fc-4da1-b52b-0daf6c9c6f72/resource/ed1fd7df-69c5-41a3-b52f-ca111a308d34/download/energyelectricity.csv,EnergyElectricityPKC,2019-09-10T00:00:00.000Z,2023-04-23T00:00:00.000Z,16727308,B,CSV,,energy,,Open Government Licence v3.0,Electricity usage data from Perth & Kinross Council owned buildings that have meters where automatic readings are recorded.  Data is for the last  2 years.,ckan API,,Council and Government;Housing and Estates;Planning and Development,"{'Council and Government': ['council'], 'Housing and Estates': ['buildings', 'energy'], 'Planning and Development': ['buildings', 'energy']}"
Energy - Gas,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/energy-gas,https://data.pkc.gov.uk/dataset/fc4db049-1f17-4e35-82fc-8ccf8d101ec1/resource/9b1271cf-5b26-4b29-9468-efb22cbf1256/download/energygas.csv,EnergyGasPKC,2019-09-10T00:00:00.000Z,2023-04-23T00:00:00.000Z,23198617,B,CSV,,energy,,Open Government Licence v3.0,Gas usage data from Perth & Kinross Council owned buildings fitted with meters that record automatic readings. Data is for the last 2 years.,ckan API,,Council and Government;Housing and Estates;Planning and Development,"{'Council and Government': ['council'], 'Housing and Estates': ['buildings', 'energy'], 'Planning and Development': ['buildings', 'energy']}"
Electric Vehicle Charging Station Usage,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/ev-charging-data,https://data.pkc.gov.uk/dataset/a3402e38-e9a5-4917-a23b-cbd18971754d/resource/d0bc0302-90e5-4f8c-bc2e-b54e648b88b6/download/electricvehiclechargecorrected.csv,September 2016 - August 2017,2017-09-15T00:00:00.000Z,2021-12-15T00:00:00.000Z,1370792,B,CSV,,energy,,Open Government Licence v3.0,Datasets for Perth & Kinross Council's EV charging stations under the ChargePlace Scotland scheme. Includes anonymous data from each individual charging session.,ckan API,,Council and Government;Transportation,"{'Council and Government': ['council'], 'Transportation': ['electric vehicle', 'station']}"
Electric Vehicle Charging Station Usage,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/ev-charging-data,https://data.pkc.gov.uk/dataset/a3402e38-e9a5-4917-a23b-cbd18971754d/resource/f5f95c50-2ca1-436d-bd6e-1c5f8317ac9b/download/sept17toaug18standardisedcorrected.csv,September 2017-August 2018,2017-09-15T00:00:00.000Z,2021-12-15T00:00:00.000Z,2140941,B,CSV,,energy,,Open Government Licence v3.0,Datasets for Perth & Kinross Council's EV charging stations under the ChargePlace Scotland scheme. Includes anonymous data from each individual charging session.,ckan API,,Council and Government;Transportation,"{'Council and Government': ['council'], 'Transportation': ['electric vehicle', 'station']}"
Electric Vehicle Charging Station Usage,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/ev-charging-data,https://data.pkc.gov.uk/dataset/a3402e38-e9a5-4917-a23b-cbd18971754d/resource/845fe22f-19f4-499b-b8bc-8812a763e660/download/sept18toaug19standardisedcorrected.csv,September 2018-August 2019,2017-09-15T00:00:00.000Z,2021-12-15T00:00:00.000Z,3417102,B,CSV,,energy,,Open Government Licence v3.0,Datasets for Perth & Kinross Council's EV charging stations under the ChargePlace Scotland scheme. Includes anonymous data from each individual charging session.,ckan API,,Council and Government;Transportation,"{'Council and Government': ['council'], 'Transportation': ['electric vehicle', 'station']}"
Fire incidents,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/fire-incidents,https://data.pkc.gov.uk/dataset/c2c06f56-668f-4b26-b49d-8370f0a16d85/resource/4c5e3768-380e-4673-a4d3-7a0a2330dc41/download/f71b5650-b357-4b49-b21e-44198834574d.csv,2015-2016,2017-11-02T00:00:00.000Z,2020-07-14T00:00:00.000Z,3659,B,CSV,,fire;public safety,,Open Government Licence v3.0,"By 2011 Intermediate Zones, sorted by accidental and non-accidental fires. Derived from statistics.gov.scot under the Open Government Licence v3.0",ckan API,,Law and Licensing;Public Safety,"{'Law and Licensing': ['licence'], 'Public Safety': ['fire']}"
Perth and Kinross Council Fleet Inventory,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/fleetinventory,https://data.pkc.gov.uk/dataset/6eea3afa-d54c-48ba-993d-b4a6a988c549/resource/0931bcf2-4ef0-42ec-94d0-52f95e8eec54/download/fleetinventoryopendata.csv,Fleet and Mechanical Equipment Inventory,2018-06-14T00:00:00.000Z,2020-07-14T00:00:00.000Z,306685,B,CSV,,equipment;fleet vehicles;plant,,Open Government Licence v3.0,A list of the fleet vehicles and mechanical equipment controlled by the fleet management team,ckan API,,Council and Government,{'Council and Government': ['council']}
Food Hygiene Ratings in PKC,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/food-standards-scotland-feed,http://ratings.food.gov.uk/OpenDataFiles/FHRS786en-GB.xml,Perth and Kinross - Food Hygiene Data,2017-10-25T00:00:00.000Z,2017-10-26T00:00:00.000Z,1138903,B,XML,,economy;food,,Open Government Licence v3.0,"The XML feed from the Food Standards agency for Perth and Kinross. Licensed under OGL 3.0 -  https://www.food.gov.uk/about-us/data-and-policies/aboutsite/termsandconditions/fhrs-data-usage-open-government-licence-and-disclaimer",ckan API,,Food and Environment;Law and Licensing,"{'Food and Environment': ['food'], 'Law and Licensing': ['licence']}"
Forest Woodland Strategy Map,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/forest-woodland-strategy-map,https://open-data-perth-kinross.hub.arcgis.com/maps/f3d4c65b022c4cecbd3b1886d68ed8d6_4,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,42629,B,HTML,,forest;planning;strategy;woodland,,No licence,"<div style='text-align:Left;font-size:12pt'><div><p><span>The Strategy is a land use plan to help identify areas where proposals for woodland creation and management may be supported and activities that will be encouraged through available funding.   The extent to which specific proposals in potential areas will be supported will depend on site specific criteria detailed with in action plans,  individual forest management plans, the Forest Design Framework etc.  The design of schemes will require careful consideration.  (For further detail see http://www.pkc.gov.uk/CHttpHandler.ashx?id=28220&amp;p=0)</span></p><p><span>CLASS:</span></p><p><span>PREFERRED:  Land will be that which offers the greatest scope to accommodate future expansion of a range of woodland types, and hence, to deliver on a very wide range of objectives. Within preferred areas sensitivities are, in general, likely to be limited, and it should be possible to address any particular site specific issues within well designed proposals that meet the UK Forestry Standard and associated guidelines. Most expansion is therefore likely to be focused on preferred areas.</span></p><p><span>POTENTIAL:  Land will be that which offers considerable potential to accommodate future expansion of a range of woodland types, but where at least one significant sensitivity exists. The extent to which specific proposals in potential areas will be supported will depend on how well sensitivities can be addressed within the proposals. The design of schemes will require careful consideration</span></p><p><span>SENSITIVE:  Areas where a combination of sensitivities means there will be limited scope to accommodate further woodland expansion unless that expansion demonstrably does not impact negatively on the identified sensitivity. Limited woodland expansion may be possible within sensitive areas where it is of a scale and character which can be accommodated without significant negative impacts and/or where it would positively enhance the features of interest locally. In some areas cumulative impact may also be a relevant consideration.</span></p><p><span>UNSUITABLE:  Areas assessed as being physically unsuitable for the growth and management of trees (based on the Land Capability for Forestry Map)</span></p></div></div>",ckan API,,Arts / Culture / History;Food and Environment;Housing and Estates;Parks / Recreation;Planning and Development,"{'Arts / Culture / History': ['design'], 'Food and Environment': ['forest woodland strategy', 'land'], 'Housing and Estates': ['woodland'], 'Parks / Recreation': ['features of interest', 'woodland'], 'Planning and Development': ['address']}"
Forest Woodland Strategy Map,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/forest-woodland-strategy-map,https://services-eu1.arcgis.com/WD0cvOmDKf7CA0Xy/arcgis/rest/services/Forest_Woodland_Strategy_Map/FeatureServer/4,ArcGIS GeoService,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,12444,B,ARCGIS GEOSERVICE,,forest;planning;strategy;woodland,,No licence,"<div style='text-align:Left;font-size:12pt'><div><p><span>The Strategy is a land use plan to help identify areas where proposals for woodland creation and management may be supported and activities that will be encouraged through available funding.   The extent to which specific proposals in potential areas will be supported will depend on site specific criteria detailed with in action plans,  individual forest management plans, the Forest Design Framework etc.  The design of schemes will require careful consideration.  (For further detail see http://www.pkc.gov.uk/CHttpHandler.ashx?id=28220&amp;p=0)</span></p><p><span>CLASS:</span></p><p><span>PREFERRED:  Land will be that which offers the greatest scope to accommodate future expansion of a range of woodland types, and hence, to deliver on a very wide range of objectives. Within preferred areas sensitivities are, in general, likely to be limited, and it should be possible to address any particular site specific issues within well designed proposals that meet the UK Forestry Standard and associated guidelines. Most expansion is therefore likely to be focused on preferred areas.</span></p><p><span>POTENTIAL:  Land will be that which offers considerable potential to accommodate future expansion of a range of woodland types, but where at least one significant sensitivity exists. The extent to which specific proposals in potential areas will be supported will depend on how well sensitivities can be addressed within the proposals. The design of schemes will require careful consideration</span></p><p><span>SENSITIVE:  Areas where a combination of sensitivities means there will be limited scope to accommodate further woodland expansion unless that expansion demonstrably does not impact negatively on the identified sensitivity. Limited woodland expansion may be possible within sensitive areas where it is of a scale and character which can be accommodated without significant negative impacts and/or where it would positively enhance the features of interest locally. In some areas cumulative impact may also be a relevant consideration.</span></p><p><span>UNSUITABLE:  Areas assessed as being physically unsuitable for the growth and management of trees (based on the Land Capability for Forestry Map)</span></p></div></div>",ckan API,,Arts / Culture / History;Food and Environment;Housing and Estates;Parks / Recreation;Planning and Development,"{'Arts / Culture / History': ['design'], 'Food and Environment': ['forest woodland strategy', 'land'], 'Housing and Estates': ['woodland'], 'Parks / Recreation': ['features of interest', 'woodland'], 'Planning and Development': ['address']}"
Forest Woodland Strategy Map,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/forest-woodland-strategy-map,https://open-data-perth-kinross.hub.arcgis.com/datasets/f3d4c65b022c4cecbd3b1886d68ed8d6_4.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,318,B,CSV,,forest;planning;strategy;woodland,,No licence,"<div style='text-align:Left;font-size:12pt'><div><p><span>The Strategy is a land use plan to help identify areas where proposals for woodland creation and management may be supported and activities that will be encouraged through available funding.   The extent to which specific proposals in potential areas will be supported will depend on site specific criteria detailed with in action plans,  individual forest management plans, the Forest Design Framework etc.  The design of schemes will require careful consideration.  (For further detail see http://www.pkc.gov.uk/CHttpHandler.ashx?id=28220&amp;p=0)</span></p><p><span>CLASS:</span></p><p><span>PREFERRED:  Land will be that which offers the greatest scope to accommodate future expansion of a range of woodland types, and hence, to deliver on a very wide range of objectives. Within preferred areas sensitivities are, in general, likely to be limited, and it should be possible to address any particular site specific issues within well designed proposals that meet the UK Forestry Standard and associated guidelines. Most expansion is therefore likely to be focused on preferred areas.</span></p><p><span>POTENTIAL:  Land will be that which offers considerable potential to accommodate future expansion of a range of woodland types, but where at least one significant sensitivity exists. The extent to which specific proposals in potential areas will be supported will depend on how well sensitivities can be addressed within the proposals. The design of schemes will require careful consideration</span></p><p><span>SENSITIVE:  Areas where a combination of sensitivities means there will be limited scope to accommodate further woodland expansion unless that expansion demonstrably does not impact negatively on the identified sensitivity. Limited woodland expansion may be possible within sensitive areas where it is of a scale and character which can be accommodated without significant negative impacts and/or where it would positively enhance the features of interest locally. In some areas cumulative impact may also be a relevant consideration.</span></p><p><span>UNSUITABLE:  Areas assessed as being physically unsuitable for the growth and management of trees (based on the Land Capability for Forestry Map)</span></p></div></div>",ckan API,,Arts / Culture / History;Food and Environment;Housing and Estates;Parks / Recreation;Planning and Development,"{'Arts / Culture / History': ['design'], 'Food and Environment': ['forest woodland strategy', 'land'], 'Housing and Estates': ['woodland'], 'Parks / Recreation': ['features of interest', 'woodland'], 'Planning and Development': ['address']}"
Forest Woodland Strategy Map,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/forest-woodland-strategy-map,https://open-data-perth-kinross.hub.arcgis.com/datasets/f3d4c65b022c4cecbd3b1886d68ed8d6_4.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,322,B,GEOJSON,,forest;planning;strategy;woodland,,No licence,"<div style='text-align:Left;font-size:12pt'><div><p><span>The Strategy is a land use plan to help identify areas where proposals for woodland creation and management may be supported and activities that will be encouraged through available funding.   The extent to which specific proposals in potential areas will be supported will depend on site specific criteria detailed with in action plans,  individual forest management plans, the Forest Design Framework etc.  The design of schemes will require careful consideration.  (For further detail see http://www.pkc.gov.uk/CHttpHandler.ashx?id=28220&amp;p=0)</span></p><p><span>CLASS:</span></p><p><span>PREFERRED:  Land will be that which offers the greatest scope to accommodate future expansion of a range of woodland types, and hence, to deliver on a very wide range of objectives. Within preferred areas sensitivities are, in general, likely to be limited, and it should be possible to address any particular site specific issues within well designed proposals that meet the UK Forestry Standard and associated guidelines. Most expansion is therefore likely to be focused on preferred areas.</span></p><p><span>POTENTIAL:  Land will be that which offers considerable potential to accommodate future expansion of a range of woodland types, but where at least one significant sensitivity exists. The extent to which specific proposals in potential areas will be supported will depend on how well sensitivities can be addressed within the proposals. The design of schemes will require careful consideration</span></p><p><span>SENSITIVE:  Areas where a combination of sensitivities means there will be limited scope to accommodate further woodland expansion unless that expansion demonstrably does not impact negatively on the identified sensitivity. Limited woodland expansion may be possible within sensitive areas where it is of a scale and character which can be accommodated without significant negative impacts and/or where it would positively enhance the features of interest locally. In some areas cumulative impact may also be a relevant consideration.</span></p><p><span>UNSUITABLE:  Areas assessed as being physically unsuitable for the growth and management of trees (based on the Land Capability for Forestry Map)</span></p></div></div>",ckan API,,Arts / Culture / History;Food and Environment;Housing and Estates;Parks / Recreation;Planning and Development,"{'Arts / Culture / History': ['design'], 'Food and Environment': ['forest woodland strategy', 'land'], 'Housing and Estates': ['woodland'], 'Parks / Recreation': ['features of interest', 'woodland'], 'Planning and Development': ['address']}"
Forest Woodland Strategy Map,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/forest-woodland-strategy-map,https://open-data-perth-kinross.hub.arcgis.com/datasets/f3d4c65b022c4cecbd3b1886d68ed8d6_4.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,318,B,ZIP,,forest;planning;strategy;woodland,,No licence,"<div style='text-align:Left;font-size:12pt'><div><p><span>The Strategy is a land use plan to help identify areas where proposals for woodland creation and management may be supported and activities that will be encouraged through available funding.   The extent to which specific proposals in potential areas will be supported will depend on site specific criteria detailed with in action plans,  individual forest management plans, the Forest Design Framework etc.  The design of schemes will require careful consideration.  (For further detail see http://www.pkc.gov.uk/CHttpHandler.ashx?id=28220&amp;p=0)</span></p><p><span>CLASS:</span></p><p><span>PREFERRED:  Land will be that which offers the greatest scope to accommodate future expansion of a range of woodland types, and hence, to deliver on a very wide range of objectives. Within preferred areas sensitivities are, in general, likely to be limited, and it should be possible to address any particular site specific issues within well designed proposals that meet the UK Forestry Standard and associated guidelines. Most expansion is therefore likely to be focused on preferred areas.</span></p><p><span>POTENTIAL:  Land will be that which offers considerable potential to accommodate future expansion of a range of woodland types, but where at least one significant sensitivity exists. The extent to which specific proposals in potential areas will be supported will depend on how well sensitivities can be addressed within the proposals. The design of schemes will require careful consideration</span></p><p><span>SENSITIVE:  Areas where a combination of sensitivities means there will be limited scope to accommodate further woodland expansion unless that expansion demonstrably does not impact negatively on the identified sensitivity. Limited woodland expansion may be possible within sensitive areas where it is of a scale and character which can be accommodated without significant negative impacts and/or where it would positively enhance the features of interest locally. In some areas cumulative impact may also be a relevant consideration.</span></p><p><span>UNSUITABLE:  Areas assessed as being physically unsuitable for the growth and management of trees (based on the Land Capability for Forestry Map)</span></p></div></div>",ckan API,,Arts / Culture / History;Food and Environment;Housing and Estates;Parks / Recreation;Planning and Development,"{'Arts / Culture / History': ['design'], 'Food and Environment': ['forest woodland strategy', 'land'], 'Housing and Estates': ['woodland'], 'Parks / Recreation': ['features of interest', 'woodland'], 'Planning and Development': ['address']}"
Forest Woodland Strategy Map,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/forest-woodland-strategy-map,https://open-data-perth-kinross.hub.arcgis.com/datasets/f3d4c65b022c4cecbd3b1886d68ed8d6_4.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,318,B,KML,,forest;planning;strategy;woodland,,No licence,"<div style='text-align:Left;font-size:12pt'><div><p><span>The Strategy is a land use plan to help identify areas where proposals for woodland creation and management may be supported and activities that will be encouraged through available funding.   The extent to which specific proposals in potential areas will be supported will depend on site specific criteria detailed with in action plans,  individual forest management plans, the Forest Design Framework etc.  The design of schemes will require careful consideration.  (For further detail see http://www.pkc.gov.uk/CHttpHandler.ashx?id=28220&amp;p=0)</span></p><p><span>CLASS:</span></p><p><span>PREFERRED:  Land will be that which offers the greatest scope to accommodate future expansion of a range of woodland types, and hence, to deliver on a very wide range of objectives. Within preferred areas sensitivities are, in general, likely to be limited, and it should be possible to address any particular site specific issues within well designed proposals that meet the UK Forestry Standard and associated guidelines. Most expansion is therefore likely to be focused on preferred areas.</span></p><p><span>POTENTIAL:  Land will be that which offers considerable potential to accommodate future expansion of a range of woodland types, but where at least one significant sensitivity exists. The extent to which specific proposals in potential areas will be supported will depend on how well sensitivities can be addressed within the proposals. The design of schemes will require careful consideration</span></p><p><span>SENSITIVE:  Areas where a combination of sensitivities means there will be limited scope to accommodate further woodland expansion unless that expansion demonstrably does not impact negatively on the identified sensitivity. Limited woodland expansion may be possible within sensitive areas where it is of a scale and character which can be accommodated without significant negative impacts and/or where it would positively enhance the features of interest locally. In some areas cumulative impact may also be a relevant consideration.</span></p><p><span>UNSUITABLE:  Areas assessed as being physically unsuitable for the growth and management of trees (based on the Land Capability for Forestry Map)</span></p></div></div>",ckan API,,Arts / Culture / History;Food and Environment;Housing and Estates;Parks / Recreation;Planning and Development,"{'Arts / Culture / History': ['design'], 'Food and Environment': ['forest woodland strategy', 'land'], 'Housing and Estates': ['woodland'], 'Parks / Recreation': ['features of interest', 'woodland'], 'Planning and Development': ['address']}"
Gullies,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/gullies1,https://open-data-perth-kinross.hub.arcgis.com/maps/67aced658b5442b3a01da4c1c80ee7f6_6,ArcGIS Hub Dataset,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,41366,B,HTML,,gullies;roads,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of gullies within Perth and Kinross Council area</span></p></div>,ckan API,,Council and Government;Elections / Politics;Planning and Development,"{'Council and Government': ['council'], 'Elections / Politics': ['council area'], 'Planning and Development': ['council area']}"
Gullies,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/gullies1,https://services-eu1.arcgis.com/WD0cvOmDKf7CA0Xy/arcgis/rest/services/Gullies/FeatureServer/6,ArcGIS GeoService,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,7009,B,ARCGIS GEOSERVICE,,gullies;roads,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of gullies within Perth and Kinross Council area</span></p></div>,ckan API,,Council and Government;Elections / Politics;Planning and Development,"{'Council and Government': ['council'], 'Elections / Politics': ['council area'], 'Planning and Development': ['council area']}"
Gullies,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/gullies1,https://open-data-perth-kinross.hub.arcgis.com/datasets/67aced658b5442b3a01da4c1c80ee7f6_6.csv?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,CSV,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,CSV,,gullies;roads,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of gullies within Perth and Kinross Council area</span></p></div>,ckan API,,Council and Government;Elections / Politics;Planning and Development,"{'Council and Government': ['council'], 'Elections / Politics': ['council area'], 'Planning and Development': ['council area']}"
Gullies,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/gullies1,https://open-data-perth-kinross.hub.arcgis.com/datasets/67aced658b5442b3a01da4c1c80ee7f6_6.geojson?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,GeoJSON,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,GEOJSON,,gullies;roads,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of gullies within Perth and Kinross Council area</span></p></div>,ckan API,,Council and Government;Elections / Politics;Planning and Development,"{'Council and Government': ['council'], 'Elections / Politics': ['council area'], 'Planning and Development': ['council area']}"
Gullies,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/gullies1,https://open-data-perth-kinross.hub.arcgis.com/datasets/67aced658b5442b3a01da4c1c80ee7f6_6.zip?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,Shapefile,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,ZIP,,gullies;roads,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of gullies within Perth and Kinross Council area</span></p></div>,ckan API,,Council and Government;Elections / Politics;Planning and Development,"{'Council and Government': ['council'], 'Elections / Politics': ['council area'], 'Planning and Development': ['council area']}"
Gullies,Perth & Kinross Council,https://data.pkc.gov.uk/dataset/gullies1,https://open-data-perth-kinross.hub.arcgis.com/datasets/67aced658b5442b3a01da4c1c80ee7f6_6.kml?outSR=%7B%22latestWkid%22%3A27700%2C%22wkid%22%3A27700%7D,KML,2023-03-29T00:00:00.000Z,2023-03-29T00:00:00.000Z,0,B,KML,,gullies;roads,,No licence,<div style='text-align:Left;font-size:12pt'><p><span>Location of gullies within Perth and Kinross Council area</span></p></div>,ckan API,,Council and Government;Elections / Politics;Planning and Development,"{'Council and Government': ['council'], 'Elections / Politics': ['council area'], 'Planning and Development': ['council area']}"
